ID,SalePrice
1461,120099.29498099661
1462,157873.33109610967
1463,191092.93137759992
1464,197708.93777202407
1465,187317.49910015977
1466,170936.62476126043
1467,180659.88227550645
1468,166681.89555080302
1469,174957.95919958997
1470,127679.18012101388
1471,199718.76227426052
1472,98020.04400306252
1473,94700.38998712844
1474,150370.98007323276
1475,106669.58393078962
1476,390140.39345981926
1477,253874.3732833409
1478,293497.56519926386
1479,284221.00482889
1480,486388.55319365737
1481,307938.00664561527
1482,196045.378100186
1483,176721.89419500777
1484,162263.38670280483
1485,172238.29573177602
1486,190993.0554403416
1487,338168.7083450516
1488,226042.48913975345
1489,204191.2153824675
1490,237731.23063758976
1491,192885.10433622342
1492,87723.82742140892
1493,187089.44792600384
1494,303238.9010433049
1495,295316.77248920343
1496,249809.99141775304
1497,191665.6547841983
1498,161611.234374238
1499,157445.20287435915
1500,158841.79208224706
1501,181088.55130623968
1502,148847.43413727774
1503,266031.35362756456
1504,244820.91649184356
1505,234219.41540295153
1506,187953.32671670849
1507,247448.54528298456
1508,215184.72783052854
1509,155164.68018238858
1510,151596.6872404979
1511,149220.2496127083
1512,173094.27000927704
1513,134584.8298900216
1514,157133.79949045833
1515,202247.60860421174
1516,152492.39275238078
1517,156648.49550633816
1518,130504.41961806414
1519,228357.94620564784
1520,135996.86906270203
1521,141774.17962412478
1522,168493.5290113691
1523,109882.05092034656
1524,123927.09141337802
1525,121122.4394842312
1526,112915.38707239718
1527,105584.13820229437
1528,130927.4527364735
1529,148203.9480292573
1530,163430.28406976687
1531,130550.2215691509
1532,99834.79071986594
1533,151190.04530366586
1534,118264.10762973948
1535,156501.01305736016
1536,110812.90139277028
1537,72380.37845686014
1538,139836.29687684312
1539,193664.6332036858
1540,100539.74356677826
1541,141533.40937873867
1542,138666.2458907108
1543,209296.71331258822
1544,77476.94063288855
1545,103710.65193438383
1546,124433.47342625693
1547,136579.5971322427
1548,134274.09888858738
1549,125432.5333303454
1550,138222.4764302641
1551,113732.53694541102
1552,157846.00968845017
1553,141531.33807956905
1554,114378.48398485787
1555,171596.90114671312
1556,85127.97204178116
1557,108138.39108715429
1558,91252.49241146288
1559,80499.53826026047
1560,145295.16561416403
1561,139727.81442421663
1562,127189.55116979455
1563,124948.62163813604
1564,157551.23293871258
1565,146813.10795671446
1566,249701.4697176069
1567,69590.73565409702
1568,226038.24107377834
1569,157550.2052299884
1570,132273.16034927033
1571,133204.3456392986
1572,148194.49014187502
1573,257440.2261176686
1574,109925.23941244978
1575,205894.6702015594
1576,248741.50864833422
1577,198421.27589210426
1578,133875.73357650166
1579,147432.11312601657
1580,194188.98157512356
1581,153797.2679536067
1582,124865.73510249142
1583,313408.3537276
1584,222790.31632207934
1585,141866.6109944155
1586,68849.76694060376
1587,96625.89383714773
1588,152397.79927395986
1589,99264.6499443078
1590,128920.49156055381
1591,94003.58480624751
1592,126225.65289912825
1593,128354.42325124524
1594,145079.77441174793
1595,107468.37557451816
1596,224439.96556948326
1597,185007.4008969014
1598,189549.13674095648
1599,168880.33785046954
1600,163613.9953946135
1601,72494.96081878373
1602,111532.39322589034
1603,83982.18974239996
1604,279885.3173740551
1605,239033.50539641012
1606,168117.36232681287
1607,176526.17385319623
1608,218593.80771454138
1609,185301.5528589718
1610,155374.14050826163
1611,143970.3406636851
1612,178808.8513616329
1613,170710.44945346523
1614,130112.57042104796
1615,86698.39467030493
1616,72677.33838364854
1617,86500.49654157727
1618,122260.19025482115
1619,144254.02357228598
1620,159028.24815916322
1621,140893.29550282983
1622,150290.33286981029
1623,251845.40032792772
1624,227166.98372168854
1625,117368.94497320613
1626,162439.81070972924
1627,191172.26607378718
1628,280065.5884148152
1629,178402.51791606887
1630,354752.2780097258
1631,213291.61834974802
1632,233662.29864549305
1633,171071.41324627495
1634,187896.50017106746
1635,178278.5762894747
1636,151133.9453543963
1637,195502.31933427154
1638,183375.9135485367
1639,182405.0049323009
1640,259665.1395667183
1641,179497.1765133762
1642,241190.3513045727
1643,221483.26989071973
1644,226968.0471144368
1645,204049.3322677978
1646,161450.45015385968
1647,152126.2439240091
1648,134390.44899009017
1649,134272.62309653437
1650,115565.00739512172
1651,121630.94042797621
1652,95844.26779102239
1653,98505.0441683207
1654,153906.88778783142
1655,140361.7667336244
1656,143268.72126849857
1657,153030.06150532677
1658,154812.20253653152
1659,110154.7827006187
1660,159846.55816508146
1661,465836.8952551451
1662,415477.6272149988
1663,400969.021691927
1664,370943.8054403256
1665,320947.0216835628
1666,331020.59207672824
1667,358412.62260491843
1668,351746.6753856508
1669,306030.55758541095
1670,380366.72420098615
1671,257977.02240901405
1672,452921.601141639
1673,285181.801133288
1674,243344.16411690807
1675,196594.8714240407
1676,196235.1889481918
1677,214057.64824181827
1678,451112.78429924685
1679,401021.22417295875
1680,341857.6395648316
1681,242936.13061480605
1682,307188.3253629705
1683,179081.0973422456
1684,164704.8192929698
1685,177028.21492458382
1686,167625.91741231957
1687,163444.77967567608
1688,189022.01030142076
1689,192334.68728698714
1690,195725.1614519674
1691,178790.1187008292
1692,265389.8173268586
1693,163888.05970046355
1694,184847.8925149353
1695,160109.42096993126
1696,269843.57139249117
1697,164408.52885016703
1698,364440.1414678642
1699,339697.5306814547
1700,250112.4734838234
1701,273701.29583422345
1702,248656.44642487788
1703,241982.70375299588
1704,274609.7484762781
1705,222766.42085781082
1706,340300.11020801513
1707,219864.82486684454
1708,218035.08587271362
1709,292914.47237016715
1710,217785.18585261452
1711,264827.7891853911
1712,256695.8913412944
1713,286329.0587099814
1714,224856.61202191788
1715,208122.1453999281
1716,183272.82933653286
1717,169729.65130595697
1718,118497.97163914172
1719,202176.27871342748
