ID,SalePrice
1461,127095.0568031262
1462,155512.1174320787
1463,187104.6536338781
1464,187214.59956659356
1465,189341.50738967018
1466,184807.44253003856
1467,170742.53085892068
1468,174345.9121324976
1469,179819.4738779589
1470,124561.78570200519
1471,194694.88437125128
1472,94264.36905119043
1473,94742.83994070059
1474,147392.90946860446
1475,108306.66845512395
1476,346556.3769046749
1477,250457.3166788148
1478,309253.20286003145
1479,241724.25928615718
1480,455641.7162560604
1481,295324.747537586
1482,203743.19495089474
1483,186025.4256372443
1484,158549.20972087243
1485,170082.3518478089
1486,189982.34949819124
1487,298259.4937389413
1488,226271.9832797205
1489,210970.16555840222
1490,207283.49112838434
1491,191419.59112519465
1492,94571.03150696988
1493,183072.66942027793
1494,300494.2429042004
1495,293066.9456220981
1496,221656.2887054117
1497,189324.8400329989
1498,152591.3292365504
1499,153061.21895052237
1500,159746.52353303804
1501,169835.6328731051
1502,137282.58538461628
1503,237701.42861683192
1504,231323.59113000776
1505,214284.53562685702
1506,183978.3031596322
1507,243559.99962926668
1508,193792.33963808225
1509,165125.52126703496
1510,152899.13923130112
1511,152736.86279872988
1512,175722.75590625283
1513,130751.84527258838
1514,151360.85824745978
1515,202235.5878238899
1516,168497.4837624713
1517,151168.92648368498
1518,131683.92443507127
1519,220163.97337800026
1520,138294.15931269882
1521,147073.3538967905
1522,156531.9884599285
1523,115242.4637216075
1524,126041.65617232636
1525,127834.47002158866
1526,125241.47909645576
1527,105523.76740906594
1528,130689.35864361456
1529,146752.14322426866
1530,161519.27878046976
1531,138159.81885463285
1532,102912.27482520751
1533,148693.768183705
1534,118511.48549975976
1535,153793.00449966756
1536,116458.9771416256
1537,80060.24302581695
1538,137385.29790294566
1539,190619.35650724283
1540,122784.18462221551
1541,137401.13968476446
1542,143300.03009145384
1543,184133.00083910045
1544,78767.95505150722
1545,99616.0411590709
1546,115093.77251772236
1547,133402.38545626265
1548,130519.49807234245
1549,108656.06521887139
1550,143889.81248006827
1551,117502.12959391277
1552,150380.6463151318
1553,147297.91873981713
1554,104006.86327356078
1555,173980.41369799196
1556,93407.36025555998
1557,104637.77410108018
1558,83653.99067765291
1559,118342.19063577961
1560,150434.07189317036
1561,172179.72651196696
1562,127279.23203699008
1563,126640.48121631227
1564,156818.74500079348
1565,153974.03018420786
1566,211524.30230918355
1567,76652.43284229515
1568,224142.6494332497
1569,168507.66310018033
1570,129506.63371955068
1571,141128.00843250556
1572,149705.27395247784
1573,233147.18770840619
1574,116144.27906495403
1575,199328.56217769478
1576,245415.5709239144
1577,201133.29277881043
1578,134487.12042748468
1579,144632.08442972315
1580,191616.04943014606
1581,141746.63473122404
1582,129090.3477960701
1583,323145.23115374177
1584,237316.12139373927
1585,138874.53189034385
1586,67954.13100113392
1587,106028.55478665403
1588,150840.56575117217
1589,107567.39135918827
1590,136190.2068515638
1591,101048.23950106288
1592,117757.5684763936
1593,116347.63728704807
1594,159410.28168362926
1595,132030.50404873473
1596,214154.42245383852
1597,181068.8385343468
1598,183645.3215696072
1599,148468.49756741995
1600,175114.96395638038
1601,75468.83599211142
1602,107918.68018788748
1603,92182.96437676539
1604,287849.3864677563
1605,249030.28360316096
1606,168512.36407397286
1607,163330.01867030267
1608,214708.80180677568
1609,193984.53545173013
1610,168850.25649330547
1611,150056.00749612442
1612,188365.6992741437
1613,177204.38826727765
1614,122316.64940799314
1615,89302.47743974435
1616,82577.32215557713
1617,89543.4953524554
1618,127197.30086382799
1619,134055.74367403067
1620,171633.2808872808
1621,160043.09244766633
1622,141104.34033665404
1623,275467.28199367924
1624,227981.21638535426
1625,124494.37309145676
1626,168555.75883500525
1627,188330.2808148535
1628,273497.24258950236
1629,171540.16940859775
1630,346518.0853145374
1631,189952.66823996208
1632,239478.75664623853
1633,169566.8777021239
1634,190335.9504965213
1635,182771.57390157683
1636,166283.0463644673
1637,190256.95838835652
1638,205435.8896953271
1639,180119.9333726177
1640,240204.43592269658
1641,174712.42594298054
1642,231154.8376928601
1643,233662.60423034892
1644,228003.54848142428
1645,185844.93209254526
1646,154074.80124712244
1647,161451.09600333564
1648,143208.95900137
1649,137704.70040508732
1650,123646.3833683404
1651,121843.52331901196
1652,93681.79572564366
1653,95986.85895434732
1654,156734.10322041617
1655,135918.05647631024
1656,145273.3002100752
1657,158187.2960702386
1658,149163.57073893648
1659,122395.37625859393
1660,150953.46604555973
1661,433587.9593761449
1662,359194.7423734676
1663,373616.7617523216
1664,393647.1209479206
1665,319053.6897240652
1666,332325.6930145822
1667,348436.2609997552
1668,328977.88472079625
1669,303292.56106621254
1670,340430.9737090766
1671,257419.92760522047
1672,457574.57059931924
1673,296317.1052107268
1674,256346.6981075401
1675,195253.45542915957
1676,197889.62199127846
1677,215542.63396701743
1678,432213.8158711788
1679,374772.4198076494
1680,310949.4940918719
1681,225218.71063329573
1682,297259.1373224064
1683,193416.88713680377
1684,170437.67631117208
1685,175635.63245911492
1686,170517.23825377788
1687,167045.7779422756
1688,188232.9268080896
1689,187845.2305349094
1690,183904.76005062123
1691,173138.79198151798
1692,250509.9419611193
1693,169370.1365311106
1694,185304.51989251282
1695,170588.3359687119
1696,286132.2855653929
1697,168546.14444584894
1698,330723.31335094705
1699,315742.67865325825
1700,239727.78039313163
1701,262161.6361268459
1702,260824.9390084264
1703,258289.65961558322
1704,288699.66933225904
1705,215440.3985611008
1706,362881.05733070936
1707,224945.95866028575
1708,215425.2969402009
1709,273340.2775835765
1710,212478.23434092585
1711,259904.01573572625
1712,228467.98018324707
1713,260337.79968690348
1714,212400.3218065674
1715,200840.23233318183
1716,182149.39958255916
1717,158267.24098263145
1718,135263.05419865838
1719,203606.47343053317
1720,248958.98127914965
1721,150671.8858273126
1722,119193.87624265726
1723,154110.39138222233
1724,210257.14890318745
1725,229121.9611268038
1726,198360.9678576644
1727,181892.02389860526
1728,183724.85983652074
1729,165659.10110177286
1730,160916.61679874331
1731,129441.2249154993
1732,133009.72143743277
1733,123943.55091073347
1734,127357.26439039463
1735,134015.86706128146
1736,118093.29442777505
1737,314114.68942596915
1738,209932.80386189354
1739,270483.37827995664
1740,215689.06238196496
1741,195223.91328364488
1742,167644.87372873694
1743,175689.106330464
1744,278243.16221467766
1745,213696.18813061187
1746,214963.57099125968
1747,210984.8579383168
1748,208722.15286019977
1749,161637.81775344763
1750,144839.12586842547
1751,223912.32929769484
1752,124715.95191771028
1753,151832.03001733366
1754,190590.23521860345
1755,167096.07923340035
1756,124318.96742312347
1757,119783.86134674592
1758,148762.84968710932
1759,164373.080100302
1760,164899.0506089268
1761,157347.69342936744
1762,178396.96242672307
1763,162876.89877000218
1764,116549.07666830005
1765,179902.18701246887
1766,161030.8068924282
1767,203034.96576515198
1768,141215.8994621173
1769,162186.43198886953
1770,138196.1220762296
1771,139034.45013724468
1772,142245.60621921648
1773,139949.2909142425
1774,138486.18439302733
1775,133931.47715465992
1776,120504.79774794546
1777,110788.13423092733
1778,131378.34294027946
1779,118247.29556067687
1780,163518.21449666368
1781,129434.34859828686
1782,100299.87815424023
1783,128437.93820701208
1784,100621.37715029731
1785,114198.93707390422
1786,158849.21848164834
1787,154478.7414501781
1788,59781.67567188196
1789,94796.15477420417
1790,84350.45306851306
1791,155797.99749522132
1792,154886.32354667783
1793,137582.51724562392
1794,137035.11453602754
1795,139979.7391930749
1796,119972.56063491733
1797,110770.10816267125
1798,121829.19312713722
1799,109567.27935711922
1800,123565.69645937276
1801,129139.15011548276
1802,144476.1516302278
1803,148754.47193166733
1804,139571.87847052654
1805,133259.65725915768
1806,115119.75043544879
1807,135622.1925431005
1808,116797.02353698119
1809,115710.45069142194
1810,149845.99514676913
1811,146772.4607582351
1812,111184.37157942896
1813,123644.04468791724
1814,102301.51502613741
1815,56230.612820201066
1816,100661.41120216248
1817,142035.05726088784
1818,134139.8508428121
1819,113177.61928610424
1820,72913.08317418848
1821,124714.64590548273
1822,159153.41459699778
1823,56416.95451423881
1824,126132.21878842743
1825,143257.40634252425
1826,103219.28088645473
1827,114803.2342324935
1828,141101.720686439
1829,110996.46716138191
1830,139493.89824384125
1831,142905.91021097076
1832,120683.59281747174
1833,144681.1614474348
1834,122193.53000633101
1835,129929.80845683342
1836,136131.44617482217
1837,96511.68018637646
1838,130103.8800707516
1839,85947.86736609308
1840,167774.53868607926
1841,144435.00501971875
1842,87540.5501093055
1843,139671.08418261344
1844,130272.35158183241
1845,156627.8660686958
1846,147947.46163877603
1847,186323.2812078785
1848,61030.169821208074
1849,115997.98718543783
1850,125947.72989535453
1851,155231.3742710412
1852,123424.78740658803
1853,133873.7877102914
1854,151562.89299497806
1855,149403.4756949868
1856,217636.96085607295
1857,204553.50055706536
1858,141336.6306206106
1859,123760.67481197912
1860,151985.144546104
1861,124082.01055976594
1862,254421.67526191243
1863,245985.70838355622
1864,245985.70838355622
