ID,SalePrice
1461,118916.71407065284
1462,151729.5420853214
1463,187314.215183351
1464,192765.1084397572
1465,179691.14452301303
1466,174899.62333029942
1467,188592.02661862076
1468,174761.20020813512
1469,183092.77156663497
1470,124340.73460447737
1471,176571.2297421505
1472,93744.00736731318
1473,92660.91898098034
1474,149191.3278380759
1475,114118.53952638763
1476,374764.30209481873
1477,262241.2271207202
1478,292073.93328048155
1479,257398.3349173117
1480,469100.3010535094
1481,306176.97221982514
1482,195974.76699150162
1483,180759.48603238704
1484,158396.6116284705
1485,161202.8315756487
1486,193730.84363820602
1487,337464.53236485727
1488,216455.8516736345
1489,204660.10410021205
1490,207262.25668126682
1491,187350.7024990651
1492,85113.17898590316
1493,175954.27211232472
1494,293491.25229586137
1495,273530.0140321377
1496,232002.75117301522
1497,187441.0711927025
1498,153898.12617532836
1499,153339.0641320403
1500,156520.35999635942
1501,176761.61370099467
1502,129688.52389436538
1503,255534.72798569495
1504,225734.81742346485
1505,218062.86903916585
1506,190293.40759912028
1507,246366.64442159582
1508,206639.29502881065
1509,170300.234261897
1510,158212.25707228854
1511,153466.57435566417
1512,173372.30237166153
1513,123766.34769093798
1514,174781.2092159126
1515,217753.63581524996
1516,150039.9861442829
1517,155582.71917338023
1518,129095.8629454891
1519,223414.15195710503
1520,137434.83021723802
1521,138798.59729045045
1522,155570.19259322682
1523,112998.92681454524
1524,130728.72416220214
1525,131205.3330404258
1526,114487.50703007793
1527,106862.5622859546
1528,139981.4126726791
1529,149370.83057880792
1530,172182.81387343406
1531,125875.89079271014
1532,98091.82929020803
1533,134789.3174210196
1534,131506.7653548846
1535,154683.21899344245
1536,109143.49921405235
1537,66535.77553648067
1538,149438.702832282
1539,184305.4787553208
1540,98090.76924566353
1541,141682.89151322914
1542,146391.04398357018
1543,224367.23644862478
1544,80643.20517513948
1545,102225.75674194316
1546,121764.95779459416
1547,141423.90384329396
1548,135252.81466191707
1549,108471.52086097836
1550,140165.8128695346
1551,108602.21710293784
1552,134860.9532342723
1553,156664.59191486792
1554,122503.20259263512
1555,164467.20298162274
1556,78501.30241067812
1557,94954.43671440284
1558,89984.09035634762
1559,90497.27139995163
1560,125904.50420768197
1561,140901.7849144488
1562,125137.49251786106
1563,121891.85271706119
1564,152764.3195716152
1565,154646.93862123202
1566,232562.22638599144
1567,67264.584658283
1568,231426.05377848278
1569,161375.90416825624
1570,142994.22695101434
1571,137565.21462514848
1572,150604.46297098545
1573,249192.52394452313
1574,96190.55273532904
1575,206083.6208025759
1576,249857.14902177584
1577,197836.41694665418
1578,134960.24710399078
1579,144246.11731131029
1580,183441.41723421513
1581,156700.25439233604
